datetime,temperature,humidity,wind_speed,pressure
30.09.2009 22:20:00,11.9,94.2,1.22,987.15
30.09.2009 22:30:00,11.88,94.3,1.56,987.13
30.09.2009 22:40:00,11.86,94.4,1.76,987.04
30.09.2009 22:50:00,11.92,94.3,1.57,986.96
30.09.2009 23:00:00,11.98,93.7,1.15,986.8
30.09.2009 23:10:00,12.06,93.4,0.58,986.74
30.09.2009 23:20:00,12.1,93.0,0.39,986.66
30.09.2009 23:30:00,12.17,92.1,1.18,986.63
30.09.2009 23:40:00,12.54,89.0,1.9,986.53
30.09.2009 23:50:00,12.98,85.9,1.25,986.52
01.10.2009 00:00:00,13.13,84.5,1.4,986.41
01.10.2009 00:10:00,13.09,84.0,1.05,986.3
01.10.2009 00:20:00,13.03,83.7,1.73,986.24
01.10.2009 00:30:00,13.03,83.3,1.87,986.19
01.10.2009 00:40:00,13.01,83.4,1.33,986.14
01.10.2009 00:50:00,13.01,83.3,0.79,986.05
01.10.2009 01:00:00,12.99,83.4,1.17,985.95
01.10.2009 01:10:00,12.91,83.6,0.8,985.92
01.10.2009 01:20:00,12.91,83.5,0.6,985.85
01.10.2009 01:30:00,12.92,83.5,0.33,985.8
01.10.2009 01:40:00,13.05,82.8,0.46,985.8
01.10.2009 01:50:00,13.2,82.2,0.39,985.67
01.10.2009 02:00:00,13.37,81.7,0.35,985.57
01.10.2009 02:10:00,13.24,82.6,0.83,985.44
01.10.2009 02:20:00,12.99,84.2,0.58,985.38
01.10.2009 02:30:00,12.86,85.2,1.02,985.29
01.10.2009 02:40:00,12.66,86.5,0.4,985.18
01.10.2009 02:50:00,12.66,86.3,0.68,985.11
01.10.2009 03:00:00,12.64,86.3,0.67,985.07
01.10.2009 03:10:00,12.75,85.6,0.44,985.08
01.10.2009 03:20:00,12.9,85.1,0.3,985.06
01.10.2009 03:30:00,12.96,84.9,0.93,985.04
01.10.2009 03:40:00,13.04,84.1,1.21,984.94
01.10.2009 03:50:00,13.09,83.7,0.81,984.85
01.10.2009 04:00:00,13.19,83.4,0.71,984.81
01.10.2009 04:10:00,13.21,83.4,0.96,984.7
01.10.2009 04:20:00,13.23,83.5,0.97,984.69
01.10.2009 04:30:00,13.13,84.2,0.95,984.67
01.10.2009 04:40:00,12.97,84.9,1.32,984.58
01.10.2009 04:50:00,12.81,85.6,1.24,984.49
01.10.2009 05:00:00,12.66,86.3,1.25,984.4
01.10.2009 05:10:00,12.52,86.9,1.25,984.31
01.10.2009 05:20:00,12.44,87.1,0.9,984.22
01.10.2009 05:30:00,12.5,86.6,0.24,984.27
01.10.2009 05:40:00,12.47,86.7,0.56,984.2
01.10.2009 05:50:00,12.27,87.9,0.44,984.11
01.10.2009 06:00:00,12.2,88.6,0.26,984.08
01.10.2009 06:10:00,12.19,88.4,0.21,984.08
01.10.2009 06:20:00,12.17,88.6,0.34,984.09
01.10.2009 06:30:00,12.12,88.2,0.51,984.16
01.10.2009 06:40:00,12.0,88.8,0.51,984.2
01.10.2009 06:50:00,12.0,88.6,0.37,984.2
01.10.2009 07:00:00,12.05,88.4,0.34,984.25
01.10.2009 07:10:00,12.32,86.5,0.28,984.34
01.10.2009 07:20:00,12.48,85.8,0.6,984.33
01.10.2009 07:30:00,12.58,84.9,0.35,984.25
01.10.2009 07:40:00,12.65,83.9,0.85,984.19
01.10.2009 07:50:00,12.83,82.4,1.52,984.13
01.10.2009 08:00:00,13.09,81.3,1.23,984.21
01.10.2009 08:10:00,13.25,79.9,1.6,984.18
01.10.2009 08:20:00,13.37,79.4,1.83,984.07
01.10.2009 08:30:00,13.49,79.1,1.58,984.03
01.10.2009 08:40:00,13.53,79.1,1.34,983.97
01.10.2009 08:50:00,13.73,78.5,1.19,984.03
01.10.2009 09:00:00,13.83,78.0,2.45,984.08
01.10.2009 09:10:00,13.95,77.6,1.64,984.06
01.10.2009 09:20:00,14.19,76.9,1.57,983.99
01.10.2009 09:30:00,14.47,75.9,1.45,983.96
01.10.2009 09:40:00,14.63,75.0,1.88,983.88
01.10.2009 09:50:00,14.77,73.9,2.59,983.84
01.10.2009 10:00:00,14.88,73.1,3.35,983.8
01.10.2009 10:10:00,14.99,72.3,3.72,983.72
01.10.2009 10:20:00,15.03,71.8,4.26,983.66
01.10.2009 10:30:00,15.12,71.8,3.8,983.58
01.10.2009 10:40:00,15.38,70.9,4.62,983.61
01.10.2009 10:50:00,16.14,68.5,4.02,983.5
01.10.2009 11:00:00,16.55,65.9,5.63,983.44
01.10.2009 11:10:00,16.46,65.89,5.0,983.39
01.10.2009 11:20:00,16.63,63.8,6.74,983.42
01.10.2009 11:30:00,16.69,63.87,5.29,983.5
01.10.2009 11:40:00,16.5,63.99,4.94,983.66
01.10.2009 11:50:00,16.01,65.33,4.64,983.76
01.10.2009 12:00:00,16.03,65.48,4.06,983.81
01.10.2009 12:10:00,15.93,65.88,4.06,983.81
01.10.2009 12:20:00,16.02,66.17,4.07,983.78
01.10.2009 12:30:00,15.93,66.13,4.65,983.89
01.10.2009 12:40:00,15.23,68.31,3.92,984.2
01.10.2009 12:50:00,12.56,81.3,3.09,984.55
01.10.2009 13:00:00,11.2,87.5,2.15,984.83
01.10.2009 13:10:00,10.64,88.8,2.22,984.94
01.10.2009 13:20:00,10.34,89.9,2.09,984.85
01.10.2009 13:30:00,10.29,89.7,1.53,984.94
01.10.2009 13:40:00,10.27,86.7,2.4,985.0
01.10.2009 13:50:00,10.03,87.2,2.57,984.88
01.10.2009 14:00:00,9.93,88.0,2.09,984.97
01.10.2009 14:10:00,9.89,88.8,2.42,985.06
01.10.2009 14:20:00,9.85,89.5,2.12,984.99
01.10.2009 14:30:00,9.96,89.5,1.81,985.02
01.10.2009 14:40:00,10.18,88.8,1.65,984.95
01.10.2009 14:50:00,10.37,88.4,1.5,985.05
01.10.2009 15:00:00,10.5,87.7,1.34,985.15
01.10.2009 15:10:00,10.58,87.6,1.31,985.18
01.10.2009 15:20:00,10.63,87.5,1.32,985.18
01.10.2009 15:30:00,10.74,87.2,1.2,985.07
01.10.2009 15:40:00,11.02,85.9,0.85,985.08
01.10.2009 15:50:00,11.02,84.8,1.79,985.14
01.10.2009 16:00:00,10.9,85.4,1.46,985.06
01.10.2009 16:10:00,10.89,85.2,1.98,985.05
01.10.2009 16:20:00,10.93,85.1,1.66,985.11
01.10.2009 16:30:00,10.95,85.3,1.54,985.2
01.10.2009 16:40:00,10.92,85.4,1.45,985.24
01.10.2009 16:50:00,10.84,86.0,1.24,985.32
01.10.2009 17:00:00,10.77,86.3,1.22,985.38
01.10.2009 17:10:00,10.79,85.8,1.6,985.48
01.10.2009 17:20:00,10.76,85.7,1.74,985.71
01.10.2009 17:30:00,10.83,83.9,1.89,985.98
01.10.2009 17:40:00,10.63,79.3,2.23,986.09
01.10.2009 17:50:00,10.24,79.5,2.14,986.2
01.10.2009 18:00:00,10.09,80.3,1.6,986.31
01.10.2009 18:10:00,10.0,80.1,1.8,986.26
01.10.2009 18:20:00,9.96,80.8,2.18,986.37
01.10.2009 18:30:00,10.0,83.2,1.66,986.52
01.10.2009 18:40:00,10.05,85.3,1.48,986.64
01.10.2009 18:50:00,10.15,86.3,2.27,986.79
01.10.2009 19:00:00,10.18,86.8,2.65,987.04
01.10.2009 19:10:00,10.27,85.7,2.02,987.2
01.10.2009 19:20:00,10.26,84.7,2.34,987.27
01.10.2009 19:30:00,10.12,85.1,2.82,987.29
01.10.2009 19:40:00,9.85,85.5,2.91,987.43
01.10.2009 19:50:00,9.64,85.4,2.95,987.57
01.10.2009 20:00:00,9.46,86.0,3.07,987.74
01.10.2009 20:10:00,9.36,86.2,2.75,987.77
01.10.2009 20:20:00,9.31,86.4,2.87,987.86
01.10.2009 20:30:00,9.37,85.6,2.92,987.98
01.10.2009 20:40:00,9.36,85.4,2.63,988.03
01.10.2009 20:50:00,9.31,85.4,2.67,988.04
01.10.2009 21:00:00,9.3,85.2,2.32,988.04
01.10.2009 21:10:00,9.3,84.9,2.37,988.08
01.10.2009 21:20:00,9.27,85.0,2.16,988.14
01.10.2009 21:30:00,9.24,85.2,1.97,988.16
01.10.2009 21:40:00,9.28,85.2,1.8,988.22
01.10.2009 21:50:00,9.25,85.4,1.92,988.3
01.10.2009 22:00:00,9.27,85.3,1.67,988.29
01.10.2009 22:10:00,9.3,84.7,1.92,988.34
01.10.2009 22:20:00,9.35,83.9,2.49,988.43
01.10.2009 22:30:00,9.36,83.2,2.8,988.49
01.10.2009 22:40:00,9.33,82.8,2.17,988.54
01.10.2009 22:50:00,9.23,83.1,2.17,988.54
01.10.2009 23:00:00,9.13,83.3,1.21,988.55
01.10.2009 23:10:00,9.05,83.2,1.34,988.56
01.10.2009 23:20:00,8.93,83.1,1.61,988.64
01.10.2009 23:30:00,8.82,83.0,1.96,988.66
01.10.2009 23:40:00,8.69,82.7,1.99,988.63
01.10.2009 23:50:00,8.51,82.0,2.71,988.55
02.10.2009 00:00:00,8.38,81.7,1.85,988.65
02.10.2009 00:10:00,8.27,81.5,1.79,988.61
02.10.2009 00:20:00,8.14,81.6,2.23,988.6
02.10.2009 00:30:00,8.03,82.0,2.26,988.7
02.10.2009 00:40:00,7.92,81.9,2.18,988.7
02.10.2009 00:50:00,7.79,82.0,2.01,988.7
02.10.2009 01:00:00,7.67,82.6,2.07,988.69
02.10.2009 01:10:00,7.55,83.2,2.36,988.71
02.10.2009 01:20:00,7.54,82.8,2.61,988.72
02.10.2009 01:30:00,7.56,81.8,2.84,988.72
02.10.2009 01:40:00,7.63,80.3,2.83,988.65
02.10.2009 01:50:00,7.64,80.1,3.04,988.65
02.10.2009 02:00:00,7.7,79.9,3.1,988.62
02.10.2009 02:10:00,7.67,80.1,2.83,988.63
02.10.2009 02:20:00,7.54,80.7,2.7,988.62
02.10.2009 02:30:00,7.42,82.3,2.92,988.63
02.10.2009 02:40:00,7.31,83.3,2.69,988.63
02.10.2009 02:50:00,7.41,82.5,2.65,988.54
02.10.2009 03:00:00,7.34,82.3,2.85,988.54
02.10.2009 03:10:00,7.16,83.1,2.94,988.63
02.10.2009 03:20:00,7.1,83.1,2.85,988.63
02.10.2009 03:30:00,7.03,83.1,2.78,988.58
02.10.2009 03:40:00,7.07,82.3,3.18,988.52
02.10.2009 03:50:00,7.03,82.4,2.71,988.61
02.10.2009 04:00:00,6.93,82.9,2.79,988.63
02.10.2009 04:10:00,6.87,83.1,2.44,988.56
02.10.2009 04:20:00,6.84,83.4,2.65,988.51
02.10.2009 04:30:00,6.74,84.2,2.7,988.49
02.10.2009 04:40:00,6.7,84.9,2.74,988.48
02.10.2009 04:50:00,6.75,85.1,2.72,988.5
02.10.2009 05:00:00,6.77,85.0,2.1,988.4
02.10.2009 05:10:00,6.77,85.2,2.17,988.38
02.10.2009 05:20:00,6.78,85.0,2.26,988.38
02.10.2009 05:30:00,6.81,84.9,2.4,988.49
02.10.2009 05:40:00,6.72,85.6,2.2,988.49
02.10.2009 05:50:00,6.73,85.8,2.62,988.5
02.10.2009 06:00:00,6.77,85.7,2.33,988.54
02.10.2009 06:10:00,6.77,85.5,2.24,988.63
02.10.2009 06:20:00,6.84,84.9,2.21,988.61
02.10.2009 06:30:00,6.89,84.0,2.53,988.63
02.10.2009 06:40:00,6.9,83.1,2.23,988.63
02.10.2009 06:50:00,6.96,82.6,1.65,988.57
02.10.2009 07:00:00,7.01,82.0,1.59,988.51
02.10.2009 07:10:00,7.09,81.7,1.46,988.52
02.10.2009 07:20:00,7.21,81.1,1.69,988.6
02.10.2009 07:30:00,7.33,80.7,1.48,988.63
02.10.2009 07:40:00,7.4,80.3,1.6,988.73
02.10.2009 07:50:00,7.47,80.1,1.93,988.83
02.10.2009 08:00:00,7.55,79.5,2.63,988.78
02.10.2009 08:10:00,7.72,79.2,2.27,988.71
02.10.2009 08:20:00,8.36,77.0,1.47,988.71
02.10.2009 08:30:00,8.58,75.8,2.64,988.7
02.10.2009 08:40:00,8.59,76.2,1.82,988.71
02.10.2009 08:50:00,9.23,74.5,2.63,988.8
02.10.2009 09:00:00,9.48,73.2,2.54,988.75
02.10.2009 09:10:00,9.76,72.1,3.06,988.8
02.10.2009 09:20:00,9.47,72.5,3.34,988.88
02.10.2009 09:30:00,9.49,73.3,2.09,988.88
02.10.2009 09:40:00,9.56,72.7,2.6,988.88
02.10.2009 09:50:00,9.51,72.5,2.66,988.93
02.10.2009 10:00:00,9.4,73.3,2.61,988.99
02.10.2009 10:10:00,9.27,74.4,2.7,988.93
02.10.2009 10:20:00,9.31,74.7,2.57,988.89
02.10.2009 10:30:00,9.56,73.9,2.68,988.96
02.10.2009 10:40:00,9.76,72.8,2.27,989.05
02.10.2009 10:50:00,9.92,72.8,2.32,988.94
02.10.2009 11:00:00,9.85,72.0,3.64,988.95
02.10.2009 11:10:00,9.8,72.3,2.45,989.04
02.10.2009 11:20:00,9.99,71.1,3.12,989.07
02.10.2009 11:30:00,10.03,70.4,3.24,989.01
02.10.2009 11:40:00,10.05,70.1,2.83,988.89
02.10.2009 11:50:00,10.38,69.91,2.69,988.92
02.10.2009 12:00:00,10.35,68.12,3.58,988.98
02.10.2009 12:10:00,10.54,67.78,2.57,988.98
02.10.2009 12:20:00,10.85,66.1,3.69,988.87
02.10.2009 12:30:00,10.89,64.61,2.92,988.79
02.10.2009 12:40:00,11.09,63.37,3.04,988.7
02.10.2009 12:50:00,11.19,62.19,3.29,988.72
02.10.2009 13:00:00,11.17,61.98,2.74,988.67
02.10.2009 13:10:00,11.18,60.32,3.91,988.63
02.10.2009 13:20:00,11.22,60.6,3.11,988.61
02.10.2009 13:30:00,11.32,61.91,1.81,988.54
02.10.2009 13:40:00,11.55,59.89,2.83,988.47
02.10.2009 13:50:00,11.31,58.89,2.9,988.44
02.10.2009 14:00:00,11.27,59.85,2.62,988.49
02.10.2009 14:10:00,11.21,60.57,2.57,988.41
02.10.2009 14:20:00,11.33,60.77,2.08,988.39
02.10.2009 14:30:00,11.35,60.62,1.79,988.42
02.10.2009 14:40:00,11.3,61.12,2.58,988.42
02.10.2009 14:50:00,11.11,61.73,3.35,988.38
02.10.2009 15:00:00,11.02,62.17,2.91,988.43
02.10.2009 15:10:00,10.86,62.83,3.07,988.53
02.10.2009 15:20:00,10.67,63.84,2.76,988.54
02.10.2009 15:30:00,10.56,64.23,2.99,988.55
02.10.2009 15:40:00,10.45,64.75,3.47,988.51
02.10.2009 15:50:00,10.35,65.68,2.37,988.6
02.10.2009 16:00:00,10.29,66.35,2.52,988.51
02.10.2009 16:10:00,10.25,67.21,1.66,988.48
02.10.2009 16:20:00,10.24,67.24,1.88,988.4
02.10.2009 16:30:00,10.16,67.92,1.13,988.38
02.10.2009 16:40:00,10.09,68.59,1.33,988.38
02.10.2009 16:50:00,10.09,68.6,0.95,988.39
02.10.2009 17:00:00,10.17,68.82,0.38,988.49
02.10.2009 17:10:00,10.34,68.74,0.63,988.51
02.10.2009 17:20:00,10.16,69.53,1.43,988.54
02.10.2009 17:30:00,10.05,69.97,1.41,988.64
02.10.2009 17:40:00,9.96,70.8,1.01,988.78
02.10.2009 17:50:00,10.0,70.2,1.86,988.92
02.10.2009 18:00:00,9.62,74.5,1.63,989.01
02.10.2009 18:10:00,9.23,77.5,1.25,989.11
02.10.2009 18:20:00,9.15,78.3,0.74,989.21
02.10.2009 18:30:00,9.13,78.4,0.9,989.29
02.10.2009 18:40:00,9.17,78.2,0.96,989.28
02.10.2009 18:50:00,9.16,79.2,0.19,989.34
02.10.2009 19:00:00,9.12,79.8,0.11,989.32
02.10.2009 19:10:00,9.03,79.4,0.6,989.32
02.10.2009 19:20:00,8.87,79.7,1.15,989.36
02.10.2009 19:30:00,8.78,80.0,1.32,989.38
02.10.2009 19:40:00,8.7,80.2,1.07,989.52
02.10.2009 19:50:00,8.77,79.9,0.84,989.61
02.10.2009 20:00:00,8.84,79.2,1.23,989.67
02.10.2009 20:10:00,8.89,78.8,1.69,989.72
02.10.2009 20:20:00,8.95,78.6,1.5,989.8
02.10.2009 20:30:00,8.92,78.5,1.93,989.79
02.10.2009 20:40:00,8.92,78.4,1.71,989.86
02.10.2009 20:50:00,8.9,78.5,1.21,989.98
02.10.2009 21:00:00,8.91,78.6,1.73,990.0
02.10.2009 21:10:00,8.81,80.4,1.85,989.99
02.10.2009 21:20:00,8.75,81.5,1.42,990.0
02.10.2009 21:30:00,8.69,82.1,1.6,990.01
02.10.2009 21:40:00,8.69,82.3,1.45,990.03
02.10.2009 21:50:00,8.65,82.7,1.56,989.97
02.10.2009 22:00:00,8.62,83.3,1.88,990.1
02.10.2009 22:10:00,8.56,84.0,1.7,990.26
02.10.2009 22:20:00,8.49,84.8,2.33,990.39
02.10.2009 22:30:00,8.5,84.7,2.25,990.43
02.10.2009 22:40:00,8.39,84.7,1.97,990.39
02.10.2009 22:50:00,8.27,85.5,1.76,990.22
02.10.2009 23:00:00,8.16,86.2,2.37,990.04
02.10.2009 23:10:00,8.01,86.8,2.18,989.93
02.10.2009 23:20:00,7.82,87.6,1.98,989.91
02.10.2009 23:30:00,7.73,87.7,1.84,989.93
02.10.2009 23:40:00,7.7,87.7,2.13,990.04
02.10.2009 23:50:00,7.7,87.7,2.36,990.11
03.10.2009 00:00:00,7.67,87.7,2.12,990.16
03.10.2009 00:10:00,7.55,87.9,1.88,990.22
03.10.2009 00:20:00,7.48,87.7,1.49,990.23
03.10.2009 00:30:00,7.36,88.0,1.2,990.31
03.10.2009 00:40:00,7.24,88.2,0.44,990.34
03.10.2009 00:50:00,7.14,88.1,0.3,990.33
03.10.2009 01:00:00,7.08,88.6,0.28,990.35
03.10.2009 01:10:00,7.1,87.5,0.81,990.39
03.10.2009 01:20:00,7.02,87.4,0.45,990.24
03.10.2009 01:30:00,6.93,88.5,0.62,990.21
03.10.2009 01:40:00,6.72,89.5,0.5,990.2
03.10.2009 01:50:00,6.71,88.7,0.39,990.2
03.10.2009 02:00:00,6.5,90.3,0.69,990.13
03.10.2009 02:10:00,6.37,91.3,0.42,990.1
03.10.2009 02:20:00,6.31,91.7,0.29,990.09
03.10.2009 02:30:00,6.28,91.5,0.36,989.92
03.10.2009 02:40:00,6.28,90.1,0.72,989.85
03.10.2009 02:50:00,6.12,91.6,1.32,989.8
03.10.2009 03:00:00,6.08,91.9,0.67,989.72
03.10.2009 03:10:00,5.89,91.8,1.67,989.62
03.10.2009 03:20:00,5.52,93.3,1.61,989.6
03.10.2009 03:30:00,5.46,94.6,1.58,989.53
03.10.2009 03:40:00,5.34,94.9,1.86,989.47
03.10.2009 03:50:00,5.14,95.2,1.48,989.4
03.10.2009 04:00:00,4.98,95.7,1.39,989.25
03.10.2009 04:10:00,5.02,96.2,2.0,989.2
03.10.2009 04:20:00,5.1,96.2,2.03,989.17
03.10.2009 04:30:00,5.14,96.1,1.61,989.12
03.10.2009 04:40:00,5.1,96.1,1.55,989.05
03.10.2009 04:50:00,5.07,96.0,1.83,988.9
03.10.2009 05:00:00,5.0,96.1,1.34,988.86
03.10.2009 05:10:00,4.86,96.2,1.27,988.75
03.10.2009 05:20:00,4.75,96.3,1.05,988.64
03.10.2009 05:30:00,4.64,96.5,0.92,988.49
03.10.2009 05:40:00,4.58,96.7,0.98,988.51
03.10.2009 05:50:00,4.51,96.7,0.96,988.49
03.10.2009 06:00:00,4.42,96.8,1.31,988.51
03.10.2009 06:10:00,4.47,97.1,1.27,988.52
03.10.2009 06:20:00,4.63,97.1,1.37,988.51
03.10.2009 06:30:00,4.84,97.2,0.72,988.42
03.10.2009 06:40:00,5.42,96.9,0.38,988.41
03.10.2009 06:50:00,5.59,95.2,0.63,988.29
03.10.2009 07:00:00,5.72,94.4,1.21,988.11
03.10.2009 07:10:00,6.14,93.5,1.18,987.92
03.10.2009 07:20:00,6.16,92.2,0.57,987.84
03.10.2009 07:30:00,6.39,90.8,1.19,987.76
03.10.2009 07:40:00,6.67,89.4,2.07,987.74
03.10.2009 07:50:00,6.82,88.9,1.58,987.74
03.10.2009 08:00:00,7.69,85.8,1.06,987.79
03.10.2009 08:10:00,8.2,82.9,2.18,987.72
03.10.2009 08:20:00,8.61,81.4,2.01,987.73
03.10.2009 08:30:00,8.66,81.5,2.07,987.74
03.10.2009 08:40:00,9.11,80.2,2.27,987.69
03.10.2009 08:50:00,9.48,78.2,2.44,987.67
03.10.2009 09:00:00,9.86,76.6,2.93,987.6
03.10.2009 09:10:00,10.25,74.6,3.48,987.55
03.10.2009 09:20:00,11.11,72.2,2.64,987.39
03.10.2009 09:30:00,11.58,69.29,4.4,987.28
03.10.2009 09:40:00,11.5,69.75,4.26,987.27
03.10.2009 09:50:00,11.6,69.54,4.1,987.25
03.10.2009 10:00:00,11.92,68.41,6.53,987.05
03.10.2009 10:10:00,12.11,66.97,8.44,986.94
03.10.2009 10:20:00,12.22,65.96,8.53,986.85
03.10.2009 10:30:00,12.19,64.85,9.29,986.62
03.10.2009 10:40:00,12.22,64.24,8.91,986.59
03.10.2009 10:50:00,12.33,63.83,7.94,986.59
03.10.2009 11:00:00,12.71,63.65,4.57,986.68
03.10.2009 11:10:00,12.96,61.65,6.05,986.52
03.10.2009 11:20:00,12.81,61.84,6.39,986.45
03.10.2009 11:30:00,12.56,62.18,7.62,986.39
03.10.2009 11:40:00,12.64,62.53,7.58,986.27
03.10.2009 11:50:00,12.72,62.18,8.02,986.12
03.10.2009 12:00:00,12.66,62.29,8.06,986.03
03.10.2009 12:10:00,12.89,62.57,5.04,986.03
03.10.2009 12:20:00,13.28,61.52,4.48,985.96
03.10.2009 12:30:00,13.28,61.52,6.14,985.74
03.10.2009 12:40:00,13.14,61.76,7.55,985.48
03.10.2009 12:50:00,13.34,61.1,7.08,985.38
03.10.2009 13:00:00,13.45,61.06,6.91,985.08
03.10.2009 13:10:00,13.41,60.61,7.04,984.93
03.10.2009 13:20:00,13.39,60.79,6.3,984.82
03.10.2009 13:30:00,13.54,59.79,6.93,984.67
03.10.2009 13:40:00,13.74,58.85,8.58,984.51
03.10.2009 13:50:00,13.88,58.43,8.44,984.38
03.10.2009 14:00:00,14.16,57.77,7.91,984.42
03.10.2009 14:10:00,14.6,57.06,6.68,984.34
03.10.2009 14:20:00,14.75,56.22,6.57,984.33
03.10.2009 14:30:00,14.98,55.59,6.03,984.35
03.10.2009 14:40:00,14.88,55.2,6.54,984.2
03.10.2009 14:50:00,14.81,55.66,6.48,984.12
03.10.2009 15:00:00,14.87,55.4,7.43,983.94
03.10.2009 15:10:00,14.74,55.63,7.52,983.84
03.10.2009 15:20:00,14.74,55.83,7.21,983.62
03.10.2009 15:30:00,15.05,55.44,6.47,983.36
03.10.2009 15:40:00,15.01,55.67,6.21,983.12
03.10.2009 15:50:00,14.84,56.46,5.92,983.07
03.10.2009 16:00:00,14.71,57.59,4.72,983.03
03.10.2009 16:10:00,14.7,57.78,5.76,982.83
03.10.2009 16:20:00,14.66,58.33,5.22,982.68
03.10.2009 16:30:00,14.59,58.85,4.27,982.57
03.10.2009 16:40:00,14.56,59.4,3.83,982.45
03.10.2009 16:50:00,14.61,59.64,4.29,982.27
03.10.2009 17:00:00,14.69,59.26,4.78,982.02
03.10.2009 17:10:00,14.65,59.56,4.02,981.98
03.10.2009 17:20:00,14.6,59.29,4.72,981.94
03.10.2009 17:30:00,14.52,59.42,4.17,981.77
03.10.2009 17:40:00,14.38,59.86,5.56,981.68
03.10.2009 17:50:00,14.23,60.46,5.5,981.55
03.10.2009 18:00:00,14.16,60.6,6.22,981.43
03.10.2009 18:10:00,14.21,60.34,7.34,981.27
03.10.2009 18:20:00,14.23,60.21,7.73,981.2
03.10.2009 18:30:00,14.18,60.45,7.78,981.16
03.10.2009 18:40:00,14.14,60.6,7.09,981.34
03.10.2009 18:50:00,13.96,61.38,5.03,981.6
03.10.2009 19:00:00,13.79,61.89,4.54,981.69
03.10.2009 19:10:00,13.77,61.57,5.94,981.66
03.10.2009 19:20:00,13.83,61.09,6.47,981.58
03.10.2009 19:30:00,13.95,60.62,6.88,981.43
03.10.2009 19:40:00,13.89,60.91,6.57,981.47
03.10.2009 19:50:00,13.76,61.58,4.99,981.56
03.10.2009 20:00:00,13.42,63.06,4.0,981.68
03.10.2009 20:10:00,13.13,64.28,4.0,981.69
03.10.2009 20:20:00,12.99,64.77,3.49,981.78
03.10.2009 20:30:00,12.97,64.83,3.26,981.85
03.10.2009 20:40:00,12.85,65.28,2.95,981.82
03.10.2009 20:50:00,12.81,65.39,2.85,981.77
03.10.2009 21:00:00,12.74,65.62,2.83,981.79
03.10.2009 21:10:00,12.63,65.86,2.58,981.84
03.10.2009 21:20:00,12.6,65.85,2.27,981.77
03.10.2009 21:30:00,12.62,65.73,2.86,981.73
03.10.2009 21:40:00,12.85,64.87,3.36,981.63
03.10.2009 21:50:00,13.1,63.93,3.11,981.59
03.10.2009 22:00:00,13.21,63.44,3.53,981.59
03.10.2009 22:10:00,13.27,63.22,3.94,981.58
03.10.2009 22:20:00,13.36,62.65,3.34,981.56
03.10.2009 22:30:00,13.41,62.26,3.58,981.47
03.10.2009 22:40:00,13.47,61.77,4.12,981.39
03.10.2009 22:50:00,13.43,61.84,3.66,981.36
03.10.2009 23:00:00,13.47,61.59,3.0,981.38
03.10.2009 23:10:00,13.43,61.45,3.25,981.25
03.10.2009 23:20:00,13.43,61.42,2.77,981.18
03.10.2009 23:30:00,13.42,61.58,3.19,981.15
03.10.2009 23:40:00,13.4,61.68,2.91,981.14
03.10.2009 23:50:00,13.36,61.86,3.29,981.06
04.10.2009 00:00:00,13.3,61.73,4.67,980.75
04.10.2009 00:10:00,13.3,61.87,4.81,980.63
04.10.2009 00:20:00,13.25,62.21,4.37,980.65
04.10.2009 00:30:00,13.23,62.02,6.19,980.53
04.10.2009 00:40:00,13.22,62.08,4.38,980.53
04.10.2009 00:50:00,13.17,62.18,3.46,980.55
04.10.2009 01:00:00,13.19,62.17,3.8,980.61
04.10.2009 01:10:00,13.23,62.04,5.99,980.4
04.10.2009 01:20:00,13.12,62.77,4.13,980.54
04.10.2009 01:30:00,13.06,63.19,4.88,980.53
04.10.2009 01:40:00,13.1,63.04,5.59,980.51
04.10.2009 01:50:00,13.07,63.26,4.54,980.49
04.10.2009 02:00:00,13.03,63.26,4.94,980.48
04.10.2009 02:10:00,13.01,63.38,4.2,980.44
04.10.2009 02:20:00,12.94,63.73,4.2,980.5
04.10.2009 02:30:00,12.95,63.61,4.49,980.42
04.10.2009 02:40:00,13.0,63.12,3.93,980.42
04.10.2009 02:50:00,13.02,62.95,3.58,980.45
04.10.2009 03:00:00,13.01,62.82,3.57,980.4
04.10.2009 03:10:00,13.02,62.34,4.99,980.25
04.10.2009 03:20:00,13.06,61.81,6.61,980.02
04.10.2009 03:30:00,13.03,61.96,6.07,979.91
04.10.2009 03:40:00,12.97,62.18,6.41,979.9
04.10.2009 03:50:00,12.92,62.48,5.81,979.93
04.10.2009 04:00:00,12.94,62.37,5.82,979.88
04.10.2009 04:10:00,12.79,63.02,4.38,980.07
04.10.2009 04:20:00,12.71,63.32,4.06,980.14
04.10.2009 04:30:00,12.81,62.67,4.83,980.16
04.10.2009 04:40:00,12.83,62.6,4.88,980.2
04.10.2009 04:50:00,12.83,62.48,3.81,980.27
04.10.2009 05:00:00,12.8,62.58,3.62,980.27
04.10.2009 05:10:00,12.71,63.2,3.11,980.31
04.10.2009 05:20:00,12.66,63.58,2.22,980.45
04.10.2009 05:30:00,12.69,63.26,2.36,980.48
04.10.2009 05:40:00,12.72,63.23,2.85,980.6
04.10.2009 05:50:00,12.75,63.29,3.43,980.62
04.10.2009 06:00:00,12.67,63.72,3.1,980.64
04.10.2009 06:10:00,12.63,63.92,3.65,980.65
04.10.2009 06:20:00,12.52,64.59,3.48,980.59
04.10.2009 06:30:00,12.44,64.94,3.37,980.53
